merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,Engine_cm3,Transmission,Mileage,Condition,Torque_Nm,Performance_0_100_sec,Seats,Engine_Size_L,Acceleration_0_60_sec,Number_of_Cylinders,Number_of_Doors,Tax,MPG,Top_Speed_mph,Mileage_MPG,Image_ID,Image_name,Genmodel_ID,Predicted_viewpoint,Image_Path
chevrolet,orlando,2016,jeep,diesel,0.0,27425.0,,,,,,,,,,,,,,,,,,36_1$$2$$10,Hyundai$$Accent$$2000$$Blue$$36_1$$2$$image_10.jpg,,0.0,
hyundai,h1,2011,minivan,diesel,0.0,21953.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
chevrolet,malibu lt,2016,sedan,petrol,119.312,15681.0,,,,,,,250.0,8.5,5.0,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,prius,2008,sedan,hybrid,90.2297,11917.0,,,,Automatic,126553.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,10.0,65.7,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
lexus,gx 470,2013,jeep,petrol,,1490.0,,,,,,,,,,,,,,,,,,,,,,
nissan,qashqai advance cvt,2018,jeep,petrol,,25000.0,,,,,,,,,,,,,,,,,,,,,,
ford,escape,2017,jeep,petrol,160.69835,392.0,,,,,,,285.0,,,,7.0,,4.0,,,,,95_18$$44$$5,Volkswagen$$Jetta$$2006$$Beige$$95_18$$44$$image_5.jpg,,0.0,
toyota,camry,2012,sedan,hybrid,224.4557,26030.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
opel,zafira,2000,universal,petrol,0.0,6269.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,h1,2014,minivan,diesel,0.0,34905.0,,,,,,,,,,,,,,,,,,,,,,
toyota,prius v,2016,hatchback,hybrid,0.0,13172.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,accent,2012,hatchback,diesel,89.48400000000001,10192.0,,,,,47000.0,,151.0,9.8,5.0,,,4.0,4.0,150.0,38.7,,,48_24$$15$$5,Lexus$$RX 350$$2006$$Black$$48_24$$15$$image_5.jpg,,0.0,
toyota,prius,2010,hatchback,hybrid,90.2297,14426.0,,,,Automatic,67662.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$74$$1,Toyota$$Prius$$2010$$Blue$$92_30$$74$$image_1.jpg,92_30,0.0,Toyota$$Prius$$2010$$Blue$$92_30$$74$$image_1.jpg
toyota,highlander,2008,sedan,hybrid,219.9815,941.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,48_8$$229$$0,Lexus$$IS 250$$2006$$Black$$48_8$$229$$image_0.jpg,,0.0,
subaru,forester,2005,jeep,petrol,110.0,10036.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,86_2$$83$$0,Subaru$$Forester$$2005$$Blue$$86_2$$83$$image_0.jpg,86_2,45.0,Subaru$$Forester$$2005$$Blue$$86_2$$83$$image_0.jpg
toyota,sienna,2015,minivan,petrol,182.6965,48610.0,,,,,,,360.0,8.0,7.0,,7.8,,,,,,,,,,,
hyundai,tucson,2015,jeep,diesel,139.4459,23991.0,,,,Manual,38973.0,,400.0,6.1,5.0,1.7,7.8,4.0,4.0,30.0,61.7,,,36_24$$128$$4,Hyundai$$Tucson$$2015$$Beige$$36_24$$128$$image_4.jpg,36_24,0.0,Hyundai$$Tucson$$2015$$Beige$$36_24$$128$$image_4.jpg
toyota,rav 4,2016,jeep,hybrid,0.0,39201.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2015,sedan,lpg,142.4287,9879.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
toyota,4runner,2017,jeep,petrol,201.339,67113.0,,,,,,,400.0,7.5,5.0,,7.5,6.0,4.0,,,,,,,,,
mercedes-benz,sprinter,2008,microbus,diesel,0.5454545454545454,45473.0,300.0601504,0.0,2143.0,,,,,,,,,,,,,,,48_1$$32$$19,Lexus$$CT 200h$$2011$$Black$$48_1$$32$$image_19.jpg,,0.0,
hyundai,santa fe,2016,jeep,diesel,188.6621,44790.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
jeep,compass,2013,jeep,petrol,132.0,28921.0,47.0,46.0,1332.0,,,,320.0,7.8,5.0,,9.1,,,,,,,16_11$$38$$3,Chevrolet$$Lacetti$$2006$$Blue$$16_11$$38$$image_3.jpg,,0.0,
hyundai,santa fe,2014,jeep,diesel,188.6621,32302.0,,,,Semi-Auto,50884.5,,420.0,9.3,7.0,2.2,8.6,,4.0,260.0,41.5,,,36_20$$112$$4,Hyundai$$Santa Fe$$2014$$Black$$36_20$$112$$image_4.jpg,36_20,0.0,Hyundai$$Santa Fe$$2014$$Black$$36_20$$112$$image_4.jpg
mercedes-benz,e 350,2010,sedan,petrol,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,26_3$$1$$1,Dodge$$Challenger$$2010$$Silver$$26_3$$1$$image_1.jpg,,0.0,
mini,cooper s cabrio,2013,hatchback,petrol,0.0,862.0,,,,,,,,,,,,,,,,,,,,,,
lexus,ct 200h,2016,hatchback,hybrid,0.0,9565.0,,,,,,,,,,,,,,,,,,,,,,
ford,explorer,2016,jeep,petrol,260.995,89103.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,7_11$$2684$$10,Audi$$A6$$2019$$Black$$7_11$$2684$$image_10.jpg,,45.0,
chevrolet,impala,2016,sedan,petrol,0.0,37611.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,sonata,2018,sedan,petrol,142.4287,6743.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
toyota,camry,2018,sedan,hybrid,224.4557,18817.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
lexus,ct 200h,2013,sedan,hybrid,0.0,1333.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2014,sedan,lpg,142.4287,10349.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
hyundai,sonata,2020,sedan,petrol,142.4287,61781.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
ford,transit t330,2004,microbus,diesel,,18503.0,,,,,,,,,,,,,,,,,,,,,,
mitsubishi,outlander,2018,jeep,petrol,134.9717,39201.0,,,,,,,245.0,9.5,7.0,,,4.0,4.0,,,,,29_9$$2$$3,Ford$$Explorer$$2003$$Red$$29_9$$2$$image_3.jpg,,0.0,
honda,fit,2012,coupe,hybrid,95.4496,12544.0,,,,,,,139.0,,,3.3,8.8,,,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
kia,optima,2011,sedan,hybrid,,15681.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
chevrolet,impala,2016,sedan,petrol,0.0,52959.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,accent se,2016,hatchback,petrol,0.0,13015.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,sonata,2015,sedan,lpg,142.4287,9722.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
mercedes-benz,e 350,2014,sedan,diesel,220.0,30734.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2015,sedan,lpg,142.4287,9565.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
hyundai,elantra,2012,sedan,petrol,90.0,16160.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,95_20$$1499$$0,Volkswagen$$Passat$$2000$$Blue$$95_20$$1499$$image_0.jpg,,0.0,
bmw,535 i xdrive,2011,sedan,petrol,0.0,28225.0,,,,,,,,,,,,,,,,,,26_2$$17$$0,Dodge$$Caliber$$2006$$Black$$26_2$$17$$image_0.jpg,,0.0,
hyundai,h1,2014,minivan,diesel,0.0,36899.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,highlander,2008,jeep,hybrid,219.9815,1646.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,,,,,
mazda,mazda 6,2016,sedan,petrol,0.0,39201.0,,,,,,,,,,,,,,,,,,,,,,
toyota,prius,2011,hatchback,hybrid,90.2297,5018.0,,,,Manual,112000.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$204$$1,Toyota$$Prius$$2011$$Black$$92_30$$204$$image_1.jpg,92_30,0.0,Toyota$$Prius$$2011$$Black$$92_30$$204$$image_1.jpg
hyundai,tucson se,2016,jeep,petrol,0.0,29009.0,,,,,,,,,,,,,,,,,,80_2$$611$$0,SKODA$$Fabia$$2000$$Silver$$80_2$$611$$image_0.jpg,,0.0,
hyundai,sonata,2014,sedan,petrol,142.4287,157.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
toyota,aqua,2013,hatchback,hybrid,0.0,7053.0,,,,,,,,,,,,,,,,,,36_1$$2$$10,Hyundai$$Accent$$2000$$Blue$$36_1$$2$$image_10.jpg,,0.0,
mitsubishi,delica,2007,minivan,petrol,0.0,23521.0,,,,,,,,,,,,,,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
bmw,x5 m,2015,jeep,petrol,6.0,156805.0,295.0,0.0,4395.0,,,,,,,,,,,,,,,,,,,
honda,civic,2017,sedan,petrol,117.8206,53185.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,prius,2012,hatchback,hybrid,90.2297,470.0,,,,Automatic,37870.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,134.5,,,92_30$$203$$0,Toyota$$Prius$$2012$$Black$$92_30$$203$$image_0.jpg,92_30,0.0,Toyota$$Prius$$2012$$Black$$92_30$$203$$image_0.jpg
honda,insight,2010,hatchback,hybrid,112.6007,706.0,,,,,,,,,,,,4.0,5.0,,,,,34_9$$111$$1,Honda$$Insight$$2010$$Black$$34_9$$111$$image_1.jpg,34_9,0.0,Honda$$Insight$$2010$$Black$$34_9$$111$$image_1.jpg
toyota,camry,2014,sedan,hybrid,224.4557,11133.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
hyundai,sonata,2012,sedan,hybrid,142.4287,282.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
mercedes-benz,c 300,2015,sedan,petrol,190.0,110.0,166.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
mini,countryman sport,2011,hatchback,petrol,,20385.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,tucson,2011,jeep,diesel,139.4459,14834.0,,,,,17952.0,,400.0,6.1,5.0,,7.8,4.0,4.0,145.0,51.4,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
bmw,325,2000,coupe,petrol,0.0,10976.0,,,,,,,,,,,,,,,,,,,,,,
toyota,camry,2009,sedan,petrol,224.4557,16935.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
toyota,prius,2007,sedan,hybrid,90.2297,11604.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,92_30$$20$$0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg,92_30,0.0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg
hyundai,sonata,2015,sedan,lpg,142.4287,10976.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
hyundai,sonata,2015,sedan,lpg,142.4287,13485.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
nissan,juke,2012,jeep,petrol,87.2469,18503.0,,,,,,,180.0,10.4,5.0,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
chevrolet,1500,2015,sedan,petrol,0.0,1803.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
lexus,rx 350,2012,jeep,petrol,0.0,17249.0,,,,,,,,,,,,,,,,,,16_5$$69$$8,Chevrolet$$Captiva$$2008$$Bronze$$16_5$$69$$image_8.jpg,,0.0,
mitsubishi,pajero io,2000,jeep,petrol,0.0,65.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2012,sedan,petrol,142.4287,20385.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,tucson,2010,jeep,diesel,139.4459,20237.0,,,,,17952.0,,400.0,6.1,5.0,,7.8,4.0,4.0,145.0,51.4,,,,,,,
hyundai,sonata,2011,sedan,petrol,142.4287,13495.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,66_1$$1$$5,Opel$$Astra$$2003$$Blue$$66_1$$1$$image_5.jpg,,0.0,
toyota,camry,2018,sedan,hybrid,224.4557,18817.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
toyota,4runner,2003,jeep,petrol,201.339,21500.0,,,,,,,400.0,7.5,5.0,,7.5,6.0,4.0,,,,,26_2$$17$$0,Dodge$$Caliber$$2006$$Black$$26_2$$17$$image_0.jpg,,0.0,
honda,insight,2010,hatchback,hybrid,112.6007,706.0,,,,,,,,,,,,4.0,5.0,,,,,34_9$$111$$1,Honda$$Insight$$2010$$Black$$34_9$$111$$image_1.jpg,34_9,0.0,Honda$$Insight$$2010$$Black$$34_9$$111$$image_1.jpg
hyundai,genesis,2010,coupe,petrol,216.9987,26971.0,,,,,,,400.0,6.3,5.0,,,,,,,,,,,,,
nissan,x-trail,2002,jeep,petrol,149.8857,7527.0,,,,,,,305.0,8.0,5.0,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
suzuki,sx4,2013,sedan,petrol,0.0,1411.0,,,,,,,,,,,,,,,,,,87_11$$116$$0,Suzuki$$SX4$$2013$$Black$$87_11$$116$$image_0.jpg,87_11,0.0,Suzuki$$SX4$$2013$$Black$$87_11$$116$$image_0.jpg
toyota,highlander,2008,jeep,hybrid,219.9815,12544.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,elantra,2014,sedan,petrol,90.0,15681.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,14_3$$2$$0,Cadillac$$Escalade$$2018$$White$$14_3$$2$$image_0.jpg,,45.0,
toyota,land cruiser,2008,jeep,petrol,0.0,56450.0,,,,Automatic,174419.0,,,,,3.0,,,,565.0,31.4,,,,,,,
chevrolet,cruze,2014,sedan,petrol,114.0921,12544.0,,,,,,,,,,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
mercedes-benz,e 350,2014,sedan,diesel,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
mercedes-benz,clk 270,2002,coupe,diesel,,9408.0,,,,,,,,,,,,,,,,,,48_1$$32$$19,Lexus$$CT 200h$$2011$$Black$$48_1$$32$$image_19.jpg,,0.0,
hyundai,santa fe,2010,jeep,diesel,188.6621,19657.0,,,,Manual,72285.0,,420.0,9.3,7.0,2.2,8.6,,4.0,260.0,41.5,,,36_20$$365$$13,Hyundai$$Santa Fe$$2010$$Black$$36_20$$365$$image_13.jpg,36_20,0.0,Hyundai$$Santa Fe$$2010$$Black$$36_20$$365$$image_13.jpg
hyundai,elantra,2015,sedan,petrol,90.0,13172.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,66_1$$1$$5,Opel$$Astra$$2003$$Blue$$66_1$$1$$image_5.jpg,,0.0,
bmw,x5,2013,jeep,petrol,269.9434,282.0,,,,Automatic,54552.5,,390.0,,,3.7,4.949999999999999,,,252.5,41.900000000000006,,,8_39$$1015$$1,BMW$$X5$$2013$$Black$$8_39$$1015$$image_1.jpg,8_39,0.0,BMW$$X5$$2013$$Black$$8_39$$1015$$image_1.jpg
hyundai,sonata,2016,sedan,lpg,142.4287,16151.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
hyundai,elantra,2013,jeep,petrol,90.0,9408.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
mercedes-benz,vito,2004,minivan,diesel,3.0,13172.0,206.0,0.0,1950.0,,,,,,,,,,,,,,,59_39$$5$$1,Mercedes-Benz$$Vito$$2004$$Silver$$59_39$$5$$image_1.jpg,59_39,45.0,Mercedes-Benz$$Vito$$2004$$Silver$$59_39$$5$$image_1.jpg
fiat,500l,2014,hatchback,petrol,0.0,18503.0,,,,,,,,,,,,,,,,,,28_4$$172$$4,Fiat$$500L$$2014$$Beige$$28_4$$172$$image_4.jpg,28_4,0.0,Fiat$$500L$$2014$$Beige$$28_4$$172$$image_4.jpg
hyundai,sonata,2011,sedan,hybrid,142.4287,188.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
toyota,vitz,2000,hatchback,petrol,0.0,5018.0,,,,,,,,,,,,,,,,,,,,,,
chevrolet,captiva,2015,jeep,diesel,0.0,30251.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2012,sedan,petrol,90.0,16621.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
toyota,prius,2007,hatchback,lpg,90.2297,30.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,92_30$$20$$0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg,92_30,0.0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg
mercedes-benz,sprinter 313,2008,microbus,diesel,3.0,27582.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
ssangyong,rexton,2011,jeep,diesel,0.0,23239.0,,,,,,,,,,,,,,,,,,85_5$$24$$0,Ssangyong$$Rexton$$2011$$Silver$$85_5$$24$$image_0.jpg,85_5,0.0,Ssangyong$$Rexton$$2011$$Silver$$85_5$$24$$image_0.jpg
hyundai,tucson,2010,jeep,diesel,139.4459,18029.0,,,,,17952.0,,400.0,6.1,5.0,,7.8,4.0,4.0,145.0,51.4,,,85_5$$58$$3,Ssangyong$$Rexton$$2008$$Black$$85_5$$58$$image_3.jpg,,0.0,
hyundai,h1,2010,minivan,diesel,0.0,13172.0,,,,,,,,,,,,,,,,,,,,,,
jeep,compass,2013,jeep,petrol,132.0,29254.0,47.0,46.0,1332.0,,,,320.0,7.8,5.0,,9.1,,,,,,,40_3$$6$$3,Jeep$$Compass$$2013$$Black$$40_3$$6$$image_3.jpg,40_3,0.0,Jeep$$Compass$$2013$$Black$$40_3$$6$$image_3.jpg
hyundai,genesis,2010,coupe,petrol,216.9987,11099.0,,,,,,,400.0,6.3,5.0,,,,,,,,,,,,,
mercedes-benz,e 300,2017,sedan,petrol,190.0,470.0,181.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
dodge,avenger,2013,sedan,petrol,0.0,1333.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
chevrolet,captiva,2009,jeep,diesel,0.0,9408.0,,,,,,,,,,,,,,,,,,92_11$$77$$1,Toyota$$Corolla$$2000$$Blue$$92_11$$77$$image_1.jpg,,0.0,
hyundai,elantra,2013,sedan,lpg,90.0,80.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
jeep,grand cherokee,2004,jeep,diesel,184.0,17249.0,252.0,0.0,2987.0,,,,352.0,7.0,5.0,,7.2,,,,,,,,,,,
honda,fit,2011,hatchback,hybrid,95.4496,12544.0,,,,,,,139.0,,,3.3,8.8,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
bmw,323,2003,universal,petrol,,6968.0,,,,,,,,,,,,,,,,,,,,,,
honda,fred,2019,minivan,hybrid,0.0,24000.0,,,,,,,,,,,,,,,,,,,,,,
dodge,journey,2017,jeep,petrol,,1254.0,,,,,,,,,,,,4.0,5.0,,,,,,,,,
toyota,camry,2012,sedan,hybrid,224.4557,24148.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
ssangyong,rexton,2013,jeep,diesel,0.0,38251.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
ssangyong,actyon,2010,jeep,diesel,0.0,16148.0,,,,,,,,,,,,,,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
nissan,note,2006,hatchback,petrol,81.2813,7213.0,,,,,,,150.0,11.5,5.0,,,,,,,,,64_21$$243$$0,Nissan$$Note$$2006$$Beige$$64_21$$243$$image_0.jpg,64_21,0.0,Nissan$$Note$$2006$$Beige$$64_21$$243$$image_0.jpg
ford,mustang,2011,coupe,petrol,335.565,44228.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,85_5$$58$$3,Ssangyong$$Rexton$$2008$$Black$$85_5$$58$$image_3.jpg,,0.0,
toyota,aqua,2012,hatchback,hybrid,0.0,25274.0,,,,,,,,,,,,,,,,,,,,,,
toyota,highlander,2008,jeep,hybrid,219.9815,26657.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,,,,,
opel,astra,2008,coupe,diesel,0.0080645161290322,18189.0,120.0,0.0,1199.0,,,,,,,,,,,,,,,,,,,
ford,transit,2007,microbus,diesel,96.0,17249.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,,,,,
honda,fit,2003,hatchback,petrol,95.4496,7840.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
toyota,tacoma,2013,jeep,petrol,118.5663,14583.0,,,,,,,400.0,9.5,5.0,,7.2,4.0,4.0,,,,,,,,,
toyota,prius,2014,hatchback,hybrid,90.2297,16308.0,,,,Automatic,48832.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$125$$2,Toyota$$Prius$$2014$$Black$$92_30$$125$$image_2.jpg,92_30,0.0,Toyota$$Prius$$2014$$Black$$92_30$$125$$image_2.jpg
nissan,note,2013,hatchback,petrol,81.2813,7000.0,,,,,,,150.0,11.5,5.0,,,,,,,,,16_2$$28$$0,Chevrolet$$Aveo$$2009$$Black$$16_2$$28$$image_0.jpg,,0.0,
toyota,prius,2009,sedan,hybrid,90.2297,13350.0,,,,Automatic,70430.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,29_36$$4$$1,Ford$$Transit Connect$$2003$$White$$29_36$$4$$image_1.jpg,,0.0,
ford,escape,2008,jeep,hybrid,160.69835,21953.0,,,,,,,285.0,,,,7.0,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
volkswagen,passat,2013,sedan,petrol,160.3255,19757.0,,,,,,,250.0,7.8,5.0,,,,,,,,,16_5$$69$$8,Chevrolet$$Captiva$$2008$$Bronze$$16_5$$69$$image_8.jpg,,0.0,
chevrolet,volt,2012,hatchback,hybrid,0.0,4547.0,,,,,,,,,,,,,,,,,,,,,,
ford,fusion,2013,sedan,hybrid,0.0,282.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
toyota,prius,2008,sedan,hybrid,90.2297,10036.0,,,,Automatic,126553.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,10.0,65.7,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
chevrolet,cruze rs,2016,sedan,petrol,,12231.0,,,,,,,,,,,,,,,,,,29_9$$2$$3,Ford$$Explorer$$2003$$Red$$29_9$$2$$image_3.jpg,,0.0,
jeep,compass,2014,jeep,petrol,132.0,27689.0,47.0,46.0,1332.0,,,,320.0,7.8,5.0,,9.1,,,,,,,40_3$$70$$0,Jeep$$Compass$$2014$$Black$$40_3$$70$$image_0.jpg,40_3,0.0,Jeep$$Compass$$2014$$Black$$40_3$$70$$image_0.jpg
lexus,es 300 hybrid,2014,sedan,hybrid,0.0,46728.0,,,,,,,,,,,,,,,,,,36_20$$678$$1,Hyundai$$Santa Fe$$2003$$Black$$36_20$$678$$image_1.jpg,,0.0,
hyundai,sonata,2016,sedan,lpg,142.4287,15681.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
jeep,cherokee,2019,sedan,petrol,143.0,627.0,202.0,0.0,2184.0,,,,230.0,8.5,5.0,,,,,,,,,16_5$$69$$8,Chevrolet$$Captiva$$2008$$Bronze$$16_5$$69$$image_8.jpg,,0.0,
lexus,rx 350,2010,jeep,petrol,0.0,45210.0,,,,,,,,,,,,,,,,,,,,,,
ford,transit,2004,microbus,diesel,126.769,16621.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,elantra,2011,jeep,petrol,90.0,627.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
lexus,gx 470,2009,jeep,petrol,0.0,30734.0,,,,,,,,,,,,,,,,,,,,,,
lexus,gx 470,2013,jeep,petrol,,1490.0,,,,,,,,,,,,,,,,,,,,,,
toyota,prius,2019,sedan,hybrid,90.2297,1254.0,,,,Automatic,5000.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,135.0,64.2,,,,,,,
